,0
2005-01-10,0.008053294057335743
2005-02-09,0.046282841382081705
2005-03-11,-0.019337259182373556
2005-04-12,-0.021356693284862283
2005-05-11,0.030064783204538356
2005-06-10,0.006225696127451178
2005-07-12,0.017541825544848004
2005-08-10,0.04137639468876404
2005-09-09,0.02258263669266294
2005-10-10,0.0041910337978159585
2005-11-08,0.09889144104677507
2005-12-08,0.05362841909968982
2006-01-10,-0.02516249216151996
2006-02-09,-0.035301062548948554
2006-03-13,0.024709898871726792
2006-04-11,0.016236547858007183
2006-05-11,-0.10738173744618187
2006-06-12,0.039385040830643904
2006-07-12,0.015213860088278615
2006-08-10,0.022220027501041233
2006-09-11,-0.002653019677887158
2006-10-10,0.00799282599336622
2006-11-08,0.022449108339975186
2006-12-08,0.01928682990418358
2007-01-11,-0.01491621133807649
2007-02-12,-0.012133192154917961
2007-03-14,0.037404178268433556
2007-04-13,0.07269653896621572
2007-05-14,0.024017299216790435
2007-06-13,0.05200338720814778
2007-07-13,-0.0934442628345593
2007-08-13,0.03507959463768076
2007-09-12,0.09147450512395193
2007-10-11,-0.0123104256746412
2007-11-09,0.06355061064444419
2007-12-11,-0.049785826340826955
2008-01-11,-0.12779532386976938
2008-02-12,-0.011620922326240166
2008-03-13,0.0513939195435314
2008-04-14,0.10494892961662437
2008-05-13,-0.02764503913871133
2008-06-12,-0.05774424455376932
2008-07-14,0.040338849211872474
2008-08-12,-0.0504107968653649
2008-09-11,-0.2608353185253035
2008-10-10,0.08225809032811472
2008-11-10,0.014176023717022533
2008-12-10,-0.008207884978949618
2009-01-12,-0.009880377154454622
2009-02-11,-0.09348433369297911
2009-03-13,0.10869546341643972
2009-04-14,0.02618906856549985
2009-05-13,0.056893765986930744
2009-06-12,-0.027579041977512368
2009-07-14,0.06391741986232953
2009-08-12,0.02521369217825132
2009-09-11,0.04693000139534204
2009-10-12,0.047970641314148355
2009-11-10,0.017226305048783384
2009-12-10,0.015682402423058798
2010-01-12,-0.04528601879239669
2010-02-11,0.054551102494923655
2010-03-15,0.03554856572014753
2010-04-14,0.017292834740182585
2010-05-13,-0.03843650853115632
2010-06-14,0.023084019365105003
2010-07-14,0.0013963747347796192
2010-08-12,0.043415090692145976
2010-09-13,0.04170263036400431
2010-10-12,0.04217890865418173
2010-11-10,0.0054961351004858
2010-12-10,0.010537354427920524
2011-01-11,0.029053885163184037
2011-02-10,0.00918870187205591
2011-03-14,0.013597639121043253
2011-04-12,0.009049814201383243
2011-05-12,-0.03245696348638321
2011-06-13,0.05522277926580436
2011-07-13,-0.05321305916901328
2011-08-11,0.048192412884561865
2011-09-12,0.029534409414950336
2011-10-11,0.04945587520831206
2011-11-09,-0.013473389139501751
2011-12-09,0.04546202555755269
2012-01-11,0.03297070271790218
2012-02-10,0.026318688100254967
2012-03-13,0.02269927654231413
2012-04-12,-0.004315855036155841
2012-05-11,-0.007451846921766282
2012-06-12,0.02183400922465744
2012-07-12,0.016931124363944533
2012-08-10,0.012296106980209404
2012-09-11,0.010542169490582811
2012-10-10,-0.06622081629542632
2012-11-12,0.034246141266552156
2012-12-12,0.002832861057973611
2013-01-14,0.01842149560242166
2013-02-13,0.01438918412374458
2013-03-15,0.015843393223129273
2013-04-16,0.04070119666050722
2013-05-15,-0.01711086250146883
2013-06-14,0.010411164146164392
2013-07-16,0.015353600019565747
2013-08-14,-0.025317678973080217
2013-09-13,0.005535504244210215
2013-10-14,0.019902920680766024
2013-11-12,0.019678632018090947
2013-12-12,-0.0008376894976810134
2014-01-14,-0.009200362667717956
2014-02-13,0.0027809086206462335
2014-03-17,0.007969032049699757
2014-04-15,0.03704796202712703
2014-05-15,0.024274598071970414
2014-06-16,0.03132736254876363
2014-07-16,0.002437588001190693
2014-08-14,0.03752504154918345
2014-09-15,-0.001167606158634138
2014-10-14,0.08379139372939733
2014-11-12,0.008401555657189433
2014-12-12,0.01565537465202388
2015-01-14,0.055109311573756065
2015-02-13,0.0027874746450232773
2015-03-17,0.004803087399860248
2015-04-16,0.005853495528350868
2015-05-15,-0.022228290810767787
2015-06-16,0.027189793926403007
2015-07-16,-0.019868657854734687
2015-08-14,-0.04257310109120767
2015-09-15,0.026125838167970372
2015-10-14,0.0032011744380560886
2015-11-12,-0.0028365843764223517
2015-12-14,-0.06597450885479982
2016-01-14,0.020562726553814036
2016-02-16,0.07558044280815075
2016-03-16,0.028688055653319274
2016-04-15,-0.006056550434745398
2016-05-16,0.011744810653593655
2016-06-15,0.046700474285934865
2016-07-15,0.003308610489629553
2016-08-15,-0.050632249793805754
2016-09-14,-0.0042948197595154905
2016-10-13,0.02960916870249434
2016-11-11,0.04113795705942965
2016-12-13,0.0029790463454358552
2017-01-13,0.017940234081202513
2017-02-14,0.06302670238303057
2017-03-16,-0.02270290785328428
2017-04-17,0.04064798095812972
2017-05-16,0.03964356689565132
2017-06-15,0.004310013505410226
2017-07-17,0.011848953913022023
2017-08-15,0.02058122011659278
2017-09-14,0.021134248194957222
2017-10-13,0.03881671304129783
2017-11-13,0.05455646319312606
2017-12-13,0.04046301222980334
2018-01-16,-0.04351426033621542
2018-02-14,0.021285326609238743
2018-03-16,-0.014306422660334226
2018-04-17,0.03809992950654303
2018-05-16,0.04026643087632116
2018-06-15,0.0038381490084976803
2018-07-17,0.029237947687062348
2018-08-15,0.0444194383257325
2018-09-14,-0.03526676954869037
2018-10-15,-0.0225576843717595
2018-11-13,-0.011348747057627898
2018-12-14,-0.03545555556262785
2019-01-16,0.024398387746978684
2019-02-15,0.026828043486669787
2019-03-19,0.010839859384816162
